E_true,E_rec
20,20.11607995557757
20,20.910469130676965
20,15.256252043412609
20,22.62803537687846
20,25.062633477161185
20,23.971877500547954
20,23.431273257416343
20,22.637475775798773
20,21.287520050103225
20,22.088546057915025
20,20.20386907512771
20,20.796316169730137
20,21.803106859103952
20,21.131921369810744
20,22.626189744212105
20,25.132192560210438
20,24.827152241957435
20,16.82184565589795
20,20.99369673039458
20,19.899566849499795
20,23.719393279091168
20,22.54468642715665
20,20.527990124925623
20,20.221043628045575
20,20.470329532530208
20,23.039987495158705
20,25.599173906322296
20,22.50698573687845
20,24.886317414716732
20,19.66342106919374
20,22.634012201663122
20,23.135877344008236
20,19.96560832040885
20,16.193711184092486
20,25.44277236522262
20,22.462648587460325
20,23.436820479571036
20,24.389948821990334
20,19.613564312720296
20,20.13285242196858
20,21.83552362587117
20,24.62646625768452
20,21.634775201323706
20,19.446597623384864
20,23.837669056547917
20,22.238608024627283
20,21.726635672732748
20,21.753091269039853
20,23.52426511640468
20,21.731110146073217
20,19.867965422699196
20,22.133023779041334
20,22.958341589886178
20,18.629755654925457
20,24.793660879155194
20,20.702218523644248
20,23.214906529442043
20,20.59215350457616
20,21.06608067268379
20,27.060934025684368
20,22.929626502878136
20,21.18560725419116
20,21.13216960909196
20,24.911539559187474
20,27.47768461967055
20,21.524164902908385
20,20.743479609823996
20,24.974291297705836
20,21.245075333776434
20,21.43640092019746
20,26.06049817470348
20,20.150195058605277
20,23.66060150855482
20,18.884286087499472
20,21.752344256668763
20,22.594899209200133
20,19.59940788151168
20,19.67579755685114
20,26.294008445209307
20,20.02795808067892
20,22.830453680329132
20,20.950984525222573
20,22.42386290556905
20,21.35480364753726
20,22.87338707940465
20,19.91448452122256
20,23.433528327507446
20,21.32234393546318
20,27.142273984534327
20,26.32417235572342
20,18.36233891315945
20,21.89992673029707
20,16.834357852196003
20,21.361343643931345
20,21.739115674333448
20,22.147976027122798
20,24.37278344625646
20,21.999155270606863
20,24.753017968652095
20,21.910332020334856
20,24.65368048004711
20,25.206135236879202
20,18.54368052473638
20,19.977357466359404
20,18.60767164296968
20,24.69934414359103
20,22.18291873743108
20,24.316147159839378
20,23.392339550466133
20,26.322855391655093
20,22.9088617496135
20,19.655730402324046
20,22.747007361329082
20,25.952542405943237
20,23.02067916705116
20,19.683849972406218
20,19.580750976661868
20,22.60321147554311
20,22.51913663089106
20,22.994886353782075
20,21.952908913734653
20,23.89493947031157
20,21.089899127743234
20,23.3435143918098
20,22.689417857310062
20,28.03965595032869
20,20.911547217230908
20,22.216635206732633
20,21.560975160403164
20,22.964199406126145
20,19.636382410435743
20,21.76921892733257
20,23.946987862014485
20,21.48829491689096
20,22.79726705844563
20,20.16128675179486
20,22.32688097342825
20,23.638739725228703
20,23.278720250430872
20,24.244581232055758
20,20.155869509641775
20,20.755561766794287
20,17.72799328978695
20,27.14708592416299
20,22.56556447151373
20,23.162471228540657
20,21.856723431384133
20,23.881323374538923
20,21.943619216760144
20,20.11300532030863
20,24.690602642063254
20,19.24108752167031
20,22.460494649370226
20,21.2048243892907
20,28.259371241966356
20,22.41114811129849
20,20.35710101418761
20,23.59615943780952
20,23.251485331321277
20,21.020340356761224
20,24.80336109533831
20,17.77742168213939
20,24.771457353143596
20,22.055670896650728
20,21.590020171604372
20,24.457724496914476
20,25.297814320014695
20,17.663925570209926
20,19.60892322097446
20,19.59991870984775
20,21.37628209123965
20,19.583025266894378
20,19.13456185163261
20,21.71253874763371
20,22.381934029592916
20,24.546361541354266
20,19.927596344327732
20,21.51501245838531
20,19.304046488777452
20,22.950988492031517
20,20.55587365288375
20,24.682028677821073
20,21.50370982090162
20,22.406927403890272
20,22.07678546882162
20,23.56963135900271
20,21.18825751496597
20,23.598830769145653
20,24.39306444626165
20,25.995783289302626
20,19.706437008532657
20,20.38171622506442
20,22.482723769541945
20,22.957902437172216
20,18.549149190393575
20,21.67754725634601
20,23.452440997124587
20,21.46476616410884
20,20.79869353322465
20,22.217746998385266
20,22.701034653475165
20,21.126503812561328
20,22.435525199825143
20,22.219649349188543
20,24.319427529086067
20,22.770798019250748
20,19.874984214598346
20,21.768762987217077
20,22.134571921130856
20,20.50364796702571
20,25.10035822770516
20,25.62039373811014
20,21.687266008283554
20,21.226608135562135
20,21.434678199960267
20,23.961088078532114
20,24.37831581180474
20,20.491642928867588
20,21.98245067072194
20,22.943624737647585
20,23.112506123757885
20,20.157993267137122
20,20.809277166028384
20,16.913378526868424
20,21.591238224728205
20,24.856456881632617
20,20.298268426115122
20,22.945902645864813
20,20.894306636637435
20,20.031885111971835
20,22.100175956690155
20,21.59238631587963
20,25.817469793098798
20,23.50902507305078
20,18.078412258059743
20,24.921353244265152
20,22.48346791490995
20,19.23475190008322
20,24.210925548492618
20,15.943130509719794
20,24.70694599549206
20,19.016740380788555
20,20.88886388940915
20,20.591131544917786
20,20.763565909909513
20,23.5632710479571
20,24.758748231765473
20,21.361919714302054
20,22.284681397841826
20,20.36799601308788
20,25.399131507837545
20,22.97471667631382
20,18.208088818766015
20,21.047288633564072
20,23.61022013821442
20,29.72951889045141
20,23.4774537132818
20,21.38860726009607
20,21.088824684077842
20,21.639655566023066
20,18.261994446182356
20,24.737994259990483
20,24.22791470096865
20,21.09446086880072
20,24.17376891185492
20,17.947177876739534
20,22.811183507329076
20,24.745270079756402
20,17.76195002677248
20,24.670674632925934
20,22.19449018005164
20,21.125633943278565
20,24.55542000196369
20,21.82167359109586
20,23.187479049141842
20,20.990492954841166
20,20.235913635864407
20,20.50684097744641
20,20.633754413088123
20,22.091386716026346
20,24.854159621029996
20,20.38920660364095
20,19.742897001452956
20,18.65817943459002
20,17.55225965910332
20,23.24501277101655
20,20.67059577922653
20,24.06726440829966
20,24.533997683281825
20,22.39637246327803
20,20.14671952401341
20,23.631487631290042
20,20.366004665934117
20,21.80313629314445
20,20.14471524069446
20,19.69168449734294
20,20.944594219536558
20,23.755089235188812
20,20.926511873841008
20,21.273232797448316
20,21.422294136664554
20,23.14530662445359
20,20.64614710964781
20,21.92858391440147
20,22.87520482088718
20,20.938089726433645
20,23.990056627722762
20,19.724445750012325
20,20.856603322746007
20,22.291079966546985
20,26.883808133333595
20,25.560025585713916
20,20.654711437985732
20,23.665254258984376
20,20.791372489014417
20,23.696384776764667
20,25.306417386250512
20,21.202630706610886
20,20.842188493949674
20,21.24125844841571
20,24.023290426900765
20,21.88597992802415
20,24.706918545432053
20,22.02323630276163
20,21.906079035556264
20,21.5984869761729
20,22.706447771808783
20,21.342847919959322
20,26.695967889158105
20,21.224678047377704
20,24.03522225005312
20,20.33446513462114
20,22.327516876920726
20,21.478880095600637
20,17.67271100265481
20,22.528878853836456
20,24.20179709951809
20,21.8636424844912
20,21.370123053533565
20,25.089498971680555
20,17.424894170999927
20,23.93388916361932
20,20.682443282221836
20,27.787828134827244
20,17.02147489820033
20,21.9377397526505
20,23.68337394692175
20,24.412417091279345
20,19.750999199144466
20,21.14243115628086
20,22.452954305077323
20,24.052849752226575
20,23.16759161525968
20,20.56095644971279
20,24.19828709204081
20,24.840430753445666
20,21.496180312301128
20,19.40090395202106
20,22.960498220072594
20,22.609478747807604
20,21.216415759090403
20,23.572223652615723
20,20.46455496336912
20,23.25641338353521
20,23.711050000224105
20,26.20101853755626
20,24.438759467872664
20,24.084236588309185
20,22.173272857077457
20,23.00644957685817
20,22.293411119305436
20,21.157706811333558
20,24.592301390920042
20,21.727188723485334
20,25.388326682807996
20,21.825911744009694
20,23.805198217122054
20,19.306681943342717
20,21.542342671080455
20,21.20168307985344
20,23.14628404776504
20,25.02815065077888
20,23.118768739367823
20,21.420536235084153
20,24.38513771155797
20,17.467510119606622
20,23.78860860233161
20,19.971768359384267
20,18.859829825063034
20,20.35902754767765
20,20.98276690158746
20,19.323216599112857
20,21.84245000930648
20,26.45191768373444
20,19.06151161610262
20,22.63699694225388
20,18.864708056226636
20,19.976913121469213
20,26.150709232588607
20,19.331411251201327
20,21.1241719690156
20,22.960623999135308
20,20.882503128704222
20,20.439161281686985
20,25.623797246194396
20,20.42275597665151
20,22.561684819876252
20,25.712488839846213
20,21.740319539296024
20,20.38409026299346
20,22.200008581262477
20,23.586849974235026
20,18.72692856337006
20,16.59268292897684
20,22.473939513336372
20,20.429952994745765
20,25.724533754471473
20,23.529056643193123
20,20.54355321289688
20,24.32450447601179
20,18.221867191895928
20,23.12597265313171
20,21.423319541125554
20,23.842972183047642
20,26.62189735769549
20,20.417981913551262
20,21.06528996078488
20,24.63575367105044
20,22.50979297598898
20,19.86130659691848
20,17.115986906827473
20,22.14287543694309
20,23.357070610708675
20,23.05946206698882
20,24.982475344544486
20,23.056269026207527
20,23.076085859998923
20,21.814791291234922
20,24.997188727997024
20,22.906880323789732
20,20.060221630970002
20,26.503370564184856
20,22.318227264993716
20,22.577151224128762
20,23.862599076443754
20,23.925755108178734
20,23.21587206447846
20,25.544129232243133
20,15.634028402300206
20,20.94297645748521
20,25.459546777618982
20,21.795928396620308
20,26.986677571864313
20,22.2488984586496
20,19.936827844301824
20,21.21951846102519
20,20.7580334212474
20,22.796037215763597
20,23.07482750673634
20,23.834681880172575
20,19.452110012177272
20,23.417728454375176
20,18.386412775386553
20,19.829491153583312
20,21.199644179380087
20,25.30710787661823
20,22.82005614844086
20,21.01961317441353
20,21.255454711754208
20,25.111548265267057
20,21.134813645073933
20,22.759240707688384
20,24.76453494606807
20,22.50169060152537
20,20.953916812685417
20,22.344643729054486
20,21.98449825561626
20,22.60758101164306
20,24.778876708429987
20,23.19081818352466
20,24.189194428583832
20,21.513836185594258
20,23.144386345401852
20,20.62032824870007
20,17.24474615519624
20,19.730277943724516
20,23.922809312615726
20,23.033622690710303
20,27.045017971978528
20,23.773172800420188
20,24.7606857838783
20,21.59885948000729
20,22.278220482469496
20,23.040649650616242
20,23.275104684388616
20,23.812701940020467
20,21.06946466186097
20,23.811676998495365
20,23.53355072566507
20,25.074459767193467
20,23.046960075561948
20,22.398978210172142
20,21.896800371374088
20,22.152335978051273
20,20.647411744217166
20,22.351773831357377
20,24.204703946261336
20,22.638283340600683
20,22.657089516614302
20,25.053039765074384
20,23.233723685811235
20,21.796615290825343
20,27.367403971430928
20,24.09293953168375
20,22.542547580661566
20,22.281264665618572
20,17.387309663028287
20,19.941779696900973
20,20.21816174752201
20,23.05712200625009
20,22.371221708122356
20,22.757211087318247
20,20.18525459749944
20,23.608732537264725
20,23.69297955383214
20,21.32815956323608
20,19.8893127522979
20,19.472477218965206
20,19.38190039399854
20,18.206404654208924
20,21.573639556593132
20,26.40103046646953
20,18.506867763520304
20,20.01068436777344
20,17.068281685317366
20,21.01212570186568
20,25.533963454833632
20,18.611281259817556
20,24.182784612906172
20,21.74869217528103
20,21.72387665071983
20,23.929718982969703
20,20.226064301321145
20,16.334395726248204
20,22.36663665651678
20,18.487213251117282
20,21.300925750770528
20,24.604016062245506
20,22.730642878819854
20,20.932934397946305
20,20.10782107348932
20,24.920356991435142
20,23.55869081742427
20,26.033328086644207
20,25.270373358034494
20,21.861397209682572
20,19.518116939636638
20,22.564790996262367
20,20.966999640118868
20,25.953583269198266
20,24.652984933410405
20,22.72864186206352
20,16.83476659725181
20,26.461277226921357
20,22.443860733870213
20,22.42658083024349
20,21.987973235455993
20,22.82582062721059
20,22.178887275415203
20,21.25002249336578
20,23.382914197669248
20,22.5705457538396
20,22.458564223879964
20,24.391777003335594
20,19.095203929101956
20,21.01708338040699
20,20.377715827722195
20,20.06235714593285
20,25.074797768526228
20,17.665239681902975
20,21.488827496392215
20,22.039514931474777
20,21.252406775933125
20,19.86479870922412
20,24.291785563804382
20,21.299050994613516
20,27.9370732326769
20,22.018852137636614
20,23.960997911761897
20,22.348006814478797
20,21.33669917180399
20,27.317275011508826
20,18.240241259528204
20,22.47076913939507
20,25.617595223291026
20,25.747309909586825
20,22.287827099913006
20,24.776603498284263
20,20.54230075365105
20,23.786889062362413
20,21.944595033219997
20,24.769639253148362
20,23.735815239757645
20,21.902031248014556
20,19.360577339920212
20,18.99470583385297
20,21.905708618143276
20,21.705987512786876
20,19.78467673040312
20,18.092614655291175
20,24.398995523488686
20,24.808034726452252
20,23.23218485027015
20,20.241762038198136
20,21.351684296595362
20,23.62545712765951
20,19.60858338343675
20,23.344220819326537
20,22.718769311099
20,19.598462098544637
20,23.20781923980025
20,24.664751449717265
20,21.026055559268762
20,21.015494773667807
20,24.087151426791873
20,23.980098548359344
20,21.854157936455874
20,22.975417132691884
20,25.399491858683085
20,24.584205671283325
20,26.843589799054595
20,21.96901511583127
20,23.666130231651163
20,20.19501760617568
20,23.17057929925445
20,21.07801238652331
20,20.03502042219876
20,25.10426560967351
20,20.195688380031363
20,20.019490201384947
20,17.973242439513143
20,24.01122433452008
20,22.234479484344206
20,23.476702647982176
20,22.532964251583156
20,25.215859925137345
20,20.841538492498064
20,21.80047759122022
20,21.891914391952106
20,24.94130830803375
20,20.728423635205132
20,22.682498329617403
20,20.65335148400715
20,22.18071779604663
20,23.920331649542987
20,20.42875776214143
20,20.996370898915256
20,24.92959551264576
20,23.958509281501804
20,19.03051535223466
